0,1,2,3,4,5,6,7,8,9,10,11,class
0.44487697,0.42651805,0.4133751,0.38880345,0.41162488,0.47925326,0.46322736,0.4973822,0.52763915,0.5569388,0.56766456,0.5023584,5
0.41086355,0.32687092,0.2639264,0.25967807,0.36956307,0.43486583,0.39820343,0.44452292,0.4783873,0.55720073,0.51775587,0.44140178,5
0.4180895,0.34055156,0.3107069,0.32026252,0.35011548,0.41655192,0.46449956,0.48358154,0.5452392,0.58186454,0.56591105,0.50016737,5
0.42523053,0.41762853,0.32759014,0.29641524,0.3330905,0.40697765,0.38270816,0.40919405,0.43423882,0.44869104,0.47135034,0.4367905,5
0.35079083,0.317232,0.29749778,0.2842154,0.33185843,0.44485053,0.4601238,0.45255,0.47871518,0.47828704,0.4417893,0.4004577,5
0.3131949,0.22639962,0.21586151,0.25634468,0.3536761,0.46274775,0.45439574,0.48363608,0.60739714,0.42247614,0.41493317,0.34604523,5
0.40539286,0.34687427,0.32816783,0.35826576,0.40195185,0.49175856,0.44627097,0.45635995,0.5347436,0.5944522,0.53515995,0.47314045,5
0.4376213,0.42846704,0.43458557,0.43378064,0.46761894,0.48817542,0.4978744,0.5237945,0.55077434,0.543857,0.5834275,0.5323591,5
0.48993167,0.45859963,0.39460412,0.3405348,0.33544624,0.37555677,0.3710302,0.38525638,0.4797036,0.5154788,0.53438735,0.54915303,5
0.3001351,0.29869717,0.27394414,0.2778778,0.3530471,0.4318197,0.5739759,0.5289195,0.4520666,0.39700907,0.40127382,0.35689643,5
0.36285743,0.34209973,0.32023492,0.2839779,0.3073943,0.34329748,0.38279837,0.42418024,0.5391919,0.61348015,0.54672635,0.44389457,5
0.3459485,0.25743186,0.26814693,0.2979928,0.30125314,0.34036988,0.29925334,0.4615591,0.5458296,0.53344,0.64456564,0.54545796,5
0.39965677,0.36736268,0.3734088,0.354337,0.38807428,0.41495904,0.47072777,0.4816891,0.47566137,0.50874096,0.4813196,0.42555913,5
0.49908718,0.44064212,0.43247175,0.44120124,0.50969565,0.49325463,0.43548924,0.47770676,0.55637753,0.6125545,0.6092703,0.57145846,5
0.42365018,0.41816136,0.3919229,0.3709101,0.51663494,0.53000265,0.562243,0.52022487,0.47402743,0.47573924,0.4829955,0.4426254,5
0.39131954,0.36352816,0.36337063,0.39931998,0.44143522,0.44300637,0.538484,0.5515115,0.54082537,0.47661898,0.49393466,0.4824817,5
0.41881698,0.3818135,0.33658922,0.32780695,0.38725314,0.4608275,0.48877236,0.44295424,0.39505833,0.4145702,0.4546444,0.47868595,5
0.45465025,0.3965138,0.3670872,0.37970886,0.41300547,0.4376965,0.41779807,0.3832015,0.4194778,0.47025174,0.5588158,0.5602537,5
0.31725678,0.28128606,0.32490784,0.3208144,0.3321561,0.32192114,0.3471109,0.4567701,0.6075966,0.6651098,0.505141,0.38099542,5
0.3758921,0.3144556,0.3160155,0.27174377,0.2689337,0.32245526,0.3873824,0.45369574,0.50354,0.55307937,0.57007104,0.45255864,5
0.40758747,0.34329477,0.34114423,0.32640868,0.39215955,0.44837984,0.41896823,0.4356489,0.48666364,0.5370277,0.54694676,0.48662972,5
0.41856888,0.34814066,0.3445581,0.3461317,0.4230257,0.39157563,0.4333089,0.49290994,0.5118526,0.5181685,0.52580553,0.48365006,5
0.36919993,0.31617278,0.29302254,0.32394308,0.36824307,0.41646117,0.45366102,0.48158482,0.5181859,0.5020127,0.5161799,0.4966122,5
0.41625786,0.4152952,0.41327706,0.4461539,0.43256578,0.47146145,0.5347468,0.5186729,0.62753046,0.57456225,0.49241102,0.45655632,5
0.44618493,0.3318563,0.32397315,0.3924629,0.43393472,0.5227592,0.4754095,0.39275053,0.4130183,0.44192702,0.63770366,0.63903767,5
0.5298527,0.475734,0.47806478,0.4796023,0.5005411,0.4626826,0.49134696,0.47204787,0.46539223,0.5531503,0.58682483,0.57882196,5
0.39014146,0.32711422,0.26959085,0.27969253,0.3867502,0.41161317,0.40613303,0.43728232,0.44228017,0.40967777,0.42700863,0.45295286,5
0.5671146,0.55001694,0.5633192,0.54575276,0.5399309,0.55021334,0.59108853,0.60612893,0.61946625,0.6270597,0.61035585,0.56504816,5
0.3851971,0.30705318,0.3048655,0.33779502,0.3614017,0.39676782,0.4494875,0.4549191,0.47896177,0.54339075,0.5552106,0.4495339,5
0.39981177,0.34008133,0.3066447,0.29391265,0.3323244,0.36074087,0.41783422,0.44834596,0.43460643,0.5039029,0.55229956,0.47239956,5
0.39261174,0.339512,0.29580644,0.32851252,0.40583497,0.48073974,0.39795336,0.38936827,0.47607845,0.5402146,0.49661335,0.4562254,5
0.57534295,0.51245105,0.40972582,0.3642003,0.3562852,0.40149528,0.45946687,0.49837413,0.49929458,0.4795611,0.51076436,0.5766828,5
0.35649312,0.38797155,0.35424796,0.31221187,0.39368755,0.3798857,0.4240198,0.42357144,0.48382986,0.52285576,0.5246309,0.43693292,5
0.41615775,0.35445687,0.30290592,0.3032649,0.36997032,0.41866207,0.45711514,0.43463513,0.49810934,0.4839185,0.45363685,0.43364075,5
0.36469877,0.28641242,0.27712193,0.30821624,0.34013036,0.3303226,0.42902634,0.5216676,0.5414295,0.46014425,0.41668984,0.38502452,5
0.4191873,0.37287286,0.37308785,0.41004565,0.38857678,0.4051705,0.47554985,0.49405336,0.5608808,0.59330744,0.55544585,0.4734496,5
0.432073,0.40524003,0.39023083,0.34841454,0.37818688,0.4082321,0.3846579,0.4085634,0.459824,0.5395212,0.58166283,0.530338,5
0.33233583,0.31156352,0.31253776,0.29639304,0.3368475,0.3994265,0.41121438,0.44066843,0.48461604,0.5535108,0.5974662,0.44667357,5
0.5322018,0.47002903,0.39252973,0.42340016,0.44616744,0.4284351,0.40829405,0.434434,0.5150089,0.5225894,0.5379515,0.56408995,5
0.38836265,0.31882006,0.29141176,0.29208392,0.38766757,0.42481193,0.43454912,0.44692102,0.4058699,0.38704762,0.40411946,0.42666596,5
0.4688182,0.39911357,0.3258672,0.30917364,0.33856302,0.3867101,0.38305873,0.41457894,0.41296393,0.43787873,0.50088674,0.4796954,5
0.47688487,0.42742893,0.40363055,0.34421334,0.32068938,0.3627362,0.3572039,0.39803988,0.468642,0.5245985,0.5531562,0.52518946,5
0.37579054,0.36689588,0.4572418,0.47531655,0.46210802,0.46980488,0.48887587,0.48230523,0.42017436,0.47988707,0.5328905,0.44836792,5
0.3428591,0.28895614,0.26878253,0.25597003,0.33942178,0.4427741,0.45838353,0.43634215,0.44063306,0.5283492,0.49287996,0.44965765,5
0.35260805,0.29324588,0.29176003,0.33849972,0.40300635,0.34718832,0.3740203,0.3302884,0.31085184,0.40209517,0.4778489,0.51295227,5
0.39900973,0.32526124,0.2890772,0.2751375,0.36112115,0.4582539,0.4375856,0.45757517,0.4787214,0.4892997,0.44524008,0.42803863,5
0.40540883,0.3704939,0.34932518,0.372935,0.39921632,0.431143,0.49101686,0.4935663,0.5405507,0.5235165,0.59397066,0.52368224,5
0.43325874,0.4046715,0.36754858,0.36588717,0.3719777,0.44107655,0.50179476,0.5131476,0.57228416,0.5368517,0.53291464,0.47802034,5
0.33446187,0.34625617,0.32872188,0.3693054,0.39755505,0.40806904,0.48799714,0.48347446,0.5175981,0.4502054,0.43831173,0.3771,5
0.46510398,0.4309496,0.40095976,0.38755202,0.38673145,0.43505836,0.47581673,0.46421748,0.52243394,0.58389354,0.5812813,0.53432935,5
0.36853677,0.38018355,0.41352612,0.4135965,0.38468465,0.41392815,0.42525905,0.4679836,0.52625877,0.5184369,0.4682214,0.40274906,5
0.5765736,0.40177017,0.3957442,0.38697818,0.50247097,0.5352392,0.53046334,0.46446174,0.50600255,0.53208226,0.5787633,0.6994629,5
0.323185,0.3008373,0.27864733,0.27276465,0.28896707,0.3109363,0.37892994,0.46662936,0.5406697,0.53884214,0.4938061,0.38826635,5
0.4205054,0.39591038,0.4124863,0.4339496,0.47494882,0.4938841,0.480627,0.48971963,0.4348699,0.420574,0.46401155,0.45219052,5
0.4451936,0.4335974,0.38847777,0.40708315,0.43831816,0.40918437,0.43040144,0.42346334,0.5012824,0.533584,0.53942335,0.5331222,5
0.36072534,0.3460492,0.3453179,0.31171295,0.3630496,0.43541688,0.47913718,0.5784388,0.59012187,0.5401241,0.52972186,0.4465961,5
0.42736024,0.351677,0.34069508,0.31719577,0.3844669,0.4123152,0.39863092,0.4503006,0.4807301,0.5073783,0.5179392,0.51209706,5
0.37050438,0.34717658,0.3673479,0.37749818,0.48714614,0.44413415,0.45350108,0.4415456,0.39582005,0.41679215,0.43486458,0.47690675,5
0.25223196,0.24553117,0.2625842,0.24959354,0.33712438,0.37563333,0.4120628,0.46758938,0.45477748,0.45762935,0.48635307,0.34638947,5
0.3723986,0.34268534,0.30130985,0.3622428,0.44771957,0.44446206,0.42585567,0.4295248,0.47825745,0.43478784,0.45050582,0.47049156,5
0.29247633,0.29988337,0.30163866,0.3184382,0.35937715,0.40368748,0.44074607,0.3860727,0.39944124,0.43940714,0.4601802,0.40620452,5
0.38386142,0.35881996,0.35704777,0.38281044,0.3967225,0.4078432,0.4773056,0.47597212,0.48342142,0.52612174,0.53106695,0.44033507,5
0.43460914,0.34969044,0.31892496,0.32688364,0.35059583,0.3644491,0.38117522,0.4054411,0.45603517,0.4374019,0.4578251,0.5604449,5
0.4518931,0.37491506,0.35365036,0.35729176,0.34801838,0.37133744,0.38315985,0.43955773,0.50255585,0.55438,0.5499785,0.54903007,5
0.47239792,0.40904894,0.4236687,0.4187701,0.41220394,0.42343888,0.4531787,0.52535415,0.5370722,0.509348,0.5294485,0.5619214,5
0.5038323,0.43196008,0.37292036,0.34940493,0.366669,0.39483494,0.46933308,0.44331735,0.46664655,0.56009585,0.595996,0.62828106,5
0.4485221,0.41851297,0.4530494,0.4671019,0.5703031,0.5406664,0.45145282,0.41774058,0.4848994,0.5489688,0.46088937,0.4591321,5
0.43903998,0.40470245,0.42387533,0.42826247,0.43095508,0.42667842,0.44537264,0.5396081,0.5448335,0.57757634,0.5447546,0.48661327,5
0.39598966,0.3766159,0.38474572,0.3884733,0.38765872,0.45478576,0.49824712,0.58115965,0.54668695,0.49581122,0.4162118,0.38309902,5
0.49651363,0.41287085,0.34505427,0.33241448,0.3774105,0.44007844,0.45348296,0.43174613,0.49559584,0.514578,0.5936374,0.57751524,5
0.33643553,0.29176363,0.28140005,0.302819,0.40005088,0.4029502,0.37364867,0.4205858,0.4859506,0.4928627,0.47626695,0.4212838,5
0.3634089,0.28252435,0.25451225,0.28553262,0.292366,0.33088687,0.3568916,0.42724395,0.48522958,0.51427835,0.55859923,0.45613614,5
0.487452,0.4164391,0.3959186,0.41800785,0.54105467,0.5391642,0.5166094,0.5065587,0.5558363,0.5947641,0.55804485,0.52143013,5
0.43525243,0.33642143,0.29024902,0.29824695,0.31703416,0.3963049,0.41800177,0.43541363,0.4860091,0.49670625,0.5167056,0.48308164,5
0.4453982,0.40296894,0.4048737,0.39050183,0.44545102,0.39783984,0.3983471,0.441938,0.46461102,0.5195745,0.5028049,0.5210746,5
0.43678755,0.39672464,0.38579547,0.37717238,0.46089286,0.49405757,0.46947524,0.48826665,0.4357978,0.46417636,0.51121753,0.5120983,5
0.4491055,0.39725077,0.30950388,0.29924864,0.3578523,0.40975744,0.4961312,0.47071284,0.4470362,0.4711104,0.4706272,0.45256823,5
0.44754508,0.3991127,0.3007034,0.27991888,0.29563567,0.3886694,0.5154185,0.4374647,0.45978174,0.46818015,0.56724566,0.61423063,5
0.3695906,0.34152701,0.34557056,0.3551598,0.42807257,0.48151055,0.5254579,0.5454648,0.5336252,0.4968222,0.4424386,0.3787503,5
0.39855617,0.31565884,0.3029939,0.32020402,0.38231966,0.4371804,0.5145867,0.5130488,0.49313563,0.42456183,0.42929578,0.45296472,5
0.4036143,0.36897773,0.33213198,0.34834772,0.37050378,0.35759497,0.3765081,0.3819769,0.45488277,0.4978385,0.60064363,0.58931893,5
0.35112035,0.28306597,0.36558664,0.3489975,0.3708811,0.39963597,0.43312442,0.63144964,0.57063264,0.55237097,0.5691282,0.5063338,5
0.37358284,0.34071296,0.32117185,0.33195463,0.37322885,0.38579223,0.4141891,0.45049262,0.49777412,0.5367856,0.567981,0.47702396,5
0.42686573,0.35907915,0.36872303,0.4079504,0.47629547,0.54887855,0.45295903,0.40501103,0.36247274,0.37074423,0.4349817,0.4456919,5
0.37348792,0.3493268,0.39784342,0.43576676,0.48485294,0.48182943,0.50287133,0.5463227,0.57118565,0.5425264,0.5050886,0.42086765,5
0.4163557,0.39799953,0.3585423,0.33704457,0.44012484,0.4950577,0.51410925,0.48580268,0.4490084,0.4621165,0.47734916,0.46210423,5
0.35100508,0.3313345,0.29721734,0.30431467,0.33690917,0.39951584,0.4919797,0.50679153,0.5550178,0.53597784,0.48639658,0.42671633,5
0.3900584,0.32676014,0.3191476,0.36112687,0.3940237,0.3918972,0.4008113,0.45404187,0.49620822,0.4728334,0.52010995,0.48991007,5
0.36196268,0.3491451,0.3356074,0.3592003,0.42284358,0.4702468,0.53886783,0.4521016,0.49722108,0.4896826,0.42896712,0.4019655,5
0.29321036,0.2853685,0.289408,0.27893353,0.28670317,0.3581795,0.45570078,0.52121323,0.5348363,0.5070335,0.4554834,0.38556844,5
0.3615167,0.3291529,0.29690516,0.34831336,0.38016015,0.36166245,0.41552994,0.4567177,0.5647411,0.5679431,0.50920886,0.41640624,5
0.4029783,0.34157565,0.30285624,0.34682578,0.35569936,0.35380846,0.3925774,0.40930998,0.49217075,0.5469324,0.59742975,0.53903073,5
0.4195843,0.39633772,0.36783847,0.3963256,0.41585794,0.37408108,0.45657378,0.45731345,0.4556642,0.44209158,0.40895605,0.4313173,5
0.4245018,0.3745028,0.36739928,0.35745004,0.3521593,0.39198497,0.39182547,0.45930836,0.51556927,0.5613725,0.5677902,0.47956812,5
0.3895378,0.3248854,0.32500228,0.33116072,0.36281642,0.3709609,0.39591593,0.45205155,0.53057504,0.5496293,0.5093251,0.4595219,5
0.49826598,0.49993467,0.40774813,0.3366551,0.34943673,0.39331794,0.44267938,0.4032625,0.46223152,0.5368967,0.55487376,0.54999536,5
0.4274891,0.35679448,0.33672565,0.33178732,0.38033062,0.4330289,0.46920812,0.5053646,0.5637549,0.56034034,0.5438197,0.5435606,5
0.4262316,0.36078313,0.31628397,0.32598436,0.36058217,0.39377034,0.39552525,0.38607505,0.41268963,0.518555,0.62646514,0.6002616,5
0.40639445,0.3500795,0.34624502,0.42628783,0.49819484,0.4498388,0.38513964,0.3955624,0.5052587,0.539543,0.5116116,0.48393726,5
0.38604477,0.33388326,0.29278105,0.2836003,0.329473,0.35885242,0.39382905,0.41641274,0.45309472,0.56412953,0.586287,0.516738,5
0.3670371,0.35436636,0.37942854,0.35143578,0.41439182,0.47796652,0.5644101,0.5171977,0.46210524,0.45859638,0.47435036,0.41682857,5
0.4621422,0.46150216,0.42355332,0.42354372,0.47597766,0.45398414,0.43825963,0.4516923,0.53699964,0.5585688,0.5007207,0.4847737,5
0.44849893,0.38037047,0.3559392,0.35931185,0.38192648,0.39174667,0.43003154,0.50905573,0.53788406,0.5518918,0.6100432,0.55138767,5
0.3920299,0.3357545,0.26661628,0.27341813,0.34276596,0.3499631,0.36333355,0.38211963,0.43324235,0.49914777,0.5266212,0.48849636,5
0.31723022,0.29115984,0.30930275,0.30618316,0.38788995,0.39546245,0.39115652,0.40771633,0.42863327,0.5074556,0.51467294,0.4443989,5
0.40504143,0.3710034,0.34394816,0.35298333,0.36025438,0.4272889,0.46799612,0.49940813,0.5861467,0.52212894,0.44771475,0.4414017,5
0.39753413,0.3297404,0.26872835,0.28725594,0.31951913,0.3433174,0.3604042,0.41703117,0.54035294,0.5312399,0.47065178,0.49563766,5
0.388595,0.4263929,0.34107283,0.25775337,0.23433279,0.25921163,0.23693147,0.26285827,0.35874328,0.44328514,0.4830857,0.4331843,5
0.44584665,0.4064648,0.3548646,0.31637976,0.3535304,0.447714,0.39486265,0.41518044,0.48357376,0.4596313,0.5768264,0.5357538,5
0.28553906,0.26512635,0.21779694,0.19618684,0.24900398,0.33015388,0.38414302,0.40529343,0.44607422,0.5074407,0.5129568,0.40762588,5
0.56234175,0.39969492,0.38460797,0.40120196,0.46922833,0.38869712,0.35580346,0.35503337,0.3123167,0.33942243,0.45314765,0.58858216,5
0.39783245,0.34972674,0.40477753,0.41566837,0.4598811,0.47632867,0.43920884,0.458134,0.46657512,0.47155964,0.5129994,0.51432157,5
0.3800902,0.36057615,0.32574233,0.35181898,0.3815937,0.3877879,0.4284949,0.39724827,0.42454195,0.39920762,0.3990377,0.43587723,5
0.42153272,0.3774541,0.34534013,0.35517997,0.46660775,0.4649605,0.46606782,0.46910334,0.5558574,0.57638896,0.50591457,0.46702862,5
0.35780844,0.2648649,0.24010673,0.25248814,0.27542636,0.30063024,0.343764,0.35901502,0.45414647,0.5581068,0.42154607,0.44739905,5
0.46136618,0.42061958,0.3803155,0.40880984,0.44088694,0.45695475,0.50766414,0.5079106,0.50690675,0.57273805,0.67268413,0.57724,5
0.4026604,0.3367449,0.28003225,0.29283217,0.31200507,0.47315645,0.47783574,0.42152387,0.45927668,0.54141897,0.51598155,0.46377167,5
0.4094678,0.4068757,0.39489704,0.37158838,0.3788875,0.37551567,0.3793735,0.38404185,0.40970916,0.45626295,0.48976073,0.5099291,5
0.52365935,0.46144286,0.40064,0.36019373,0.40147504,0.43850064,0.46352848,0.42897815,0.4897785,0.54202574,0.5151189,0.5105975,5
0.36225942,0.32114518,0.28423116,0.29256818,0.37310544,0.405,0.35468066,0.36615163,0.4616708,0.50504774,0.5215881,0.48431355,5
0.39634034,0.38603076,0.43329236,0.45577243,0.5411517,0.4932204,0.47973442,0.47659862,0.49163103,0.49740034,0.51435083,0.523558,5
0.42087683,0.35111946,0.3222544,0.28752446,0.3013811,0.35305816,0.4147397,0.49271047,0.5497706,0.4829681,0.45983136,0.43794718,5
0.47207952,0.4282163,0.30021983,0.32619897,0.3902874,0.37949562,0.3786244,0.43434882,0.53967524,0.5600085,0.55916786,0.49592254,5
0.5244422,0.4950836,0.3936367,0.41899565,0.47284448,0.52946055,0.566541,0.5717347,0.53341913,0.48498535,0.5329029,0.5921576,5
0.29547265,0.29089886,0.2696232,0.28270298,0.33222753,0.40998217,0.4829234,0.48791808,0.50818914,0.5198751,0.45634952,0.35749957,5
0.36975855,0.3480076,0.33784527,0.3551568,0.3965455,0.43021363,0.55924135,0.60141224,0.5719712,0.48715714,0.44769388,0.42798612,5
0.39031202,0.3323327,0.31559387,0.35998175,0.44848612,0.44906095,0.44403148,0.46337003,0.51580375,0.5403405,0.5254364,0.46638283,5
0.44147775,0.4166548,0.405488,0.38529375,0.40689424,0.45715237,0.48234716,0.5089547,0.51593095,0.55514026,0.57305914,0.49963605,5
0.43731663,0.35196087,0.34502888,0.4112727,0.43372497,0.41332152,0.3946936,0.4504104,0.472462,0.54910624,0.53354824,0.5080302,5
0.42099848,0.36315736,0.34208307,0.3498164,0.40255103,0.4413621,0.43137503,0.43219241,0.47008678,0.5579062,0.5331437,0.4930214,5
0.35229352,0.29138604,0.27385253,0.28795597,0.35404053,0.40358353,0.37461573,0.40987816,0.4964438,0.5822645,0.6511822,0.48391646,5
0.44579792,0.41865307,0.39416745,0.39664608,0.4316337,0.45324674,0.45206067,0.3934654,0.42972606,0.46534744,0.55134994,0.5308775,5
0.45142597,0.35613632,0.32400545,0.31549454,0.37021258,0.43847245,0.41046685,0.41775152,0.4613455,0.528529,0.54789245,0.55047333,5
0.3459434,0.32067662,0.33552572,0.3227721,0.31911325,0.3244787,0.36885107,0.44365942,0.5571363,0.57063556,0.50530183,0.4383773,5
0.32772046,0.28149807,0.27270094,0.253407,0.25518778,0.33628967,0.4231543,0.4947002,0.42232978,0.42109296,0.44045612,0.41004568,5
0.36827943,0.26034582,0.25491726,0.3192199,0.42675313,0.38370904,0.3529789,0.43739137,0.52053475,0.45362267,0.35805723,0.39814886,5
0.4219463,0.37267774,0.33130643,0.341947,0.3867286,0.3859045,0.40983334,0.4374237,0.503787,0.5807247,0.5471699,0.5143917,5
0.3266324,0.2886565,0.28260922,0.27402723,0.33655927,0.35355464,0.47131488,0.5465061,0.5438561,0.564049,0.54853237,0.42744115,5
0.38345948,0.3032262,0.27579895,0.30129123,0.35248616,0.34108335,0.35947508,0.42989522,0.47384822,0.54557765,0.5797621,0.49769923,5
0.33583397,0.28933033,0.2805001,0.30429417,0.41334942,0.34059766,0.33002922,0.38871214,0.55493176,0.5954034,0.49006152,0.46390662,5
0.40273118,0.39370245,0.34602484,0.27910453,0.27872175,0.38376066,0.4274663,0.5074158,0.46292663,0.41684258,0.4330885,0.3969376,5
0.4290584,0.39776313,0.41931248,0.3960724,0.3907253,0.41885546,0.4510951,0.5082776,0.50993925,0.5556973,0.57896185,0.512055,5
0.3094664,0.31094676,0.41578493,0.34410003,0.33738324,0.35520402,0.37562987,0.44184294,0.5069626,0.65214527,0.59700817,0.3742463,5
0.44819742,0.3611246,0.33877304,0.32848608,0.4066771,0.42814013,0.43431574,0.4700089,0.42399806,0.48903328,0.52596194,0.5265075,5
0.37314424,0.29425764,0.25978217,0.2972241,0.37464666,0.37947088,0.36628255,0.40111217,0.5524111,0.562901,0.5218066,0.44792795,5
0.4142914,0.47111726,0.41095465,0.36789384,0.40283525,0.41947025,0.36473337,0.39261225,0.45791978,0.4889833,0.48926947,0.460799,5
0.5553429,0.4823527,0.44674817,0.40369162,0.46296978,0.45047393,0.42521703,0.440778,0.4818535,0.52618974,0.56366605,0.569693,5
0.32733855,0.25522542,0.25099286,0.26199177,0.2645619,0.28661272,0.37532517,0.46551716,0.4919369,0.49505383,0.52147454,0.45389834,5
0.34843236,0.32500333,0.29970753,0.28140873,0.35408258,0.4484933,0.45125982,0.44282535,0.4486387,0.48209193,0.47032562,0.38292107,5
0.47337902,0.44245386,0.43444726,0.39825395,0.44508937,0.47897914,0.47299615,0.48474973,0.48186448,0.53735834,0.60972536,0.5671201,5
0.39598867,0.28416914,0.24451773,0.28905514,0.31422248,0.3211603,0.31609756,0.40969422,0.54356843,0.61728126,0.45838523,0.39515278,5
0.3633188,0.3186403,0.30573916,0.30610934,0.31610462,0.37229955,0.4415788,0.4791026,0.4573653,0.4870951,0.5128084,0.44542462,5
0.3294716,0.31770912,0.32864976,0.36039618,0.36870265,0.37512702,0.43712845,0.4718964,0.4891325,0.5057664,0.48100224,0.37650782,5
0.33589613,0.25625712,0.22039528,0.23625334,0.29349285,0.36563048,0.42066655,0.39214993,0.49336156,0.5162526,0.4262467,0.34969023,5
0.34533834,0.298847,0.28957778,0.348927,0.37251106,0.48166123,0.44563273,0.4167031,0.44812816,0.48231566,0.4790001,0.38625288,5
0.41506848,0.4401742,0.42845622,0.40203282,0.4920646,0.51380515,0.48801666,0.44433844,0.4701587,0.47082126,0.45178905,0.45422873,5
