0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,class
-206.09459,90.86377,-44.013515,58.66311,-45.111156,13.443041,-30.795368,-4.46726,-12.802655,-10.942988,1.5222625,-18.123524,4.4754353,-10.730982,3.683785,-11.741912,-2.3632667,-2.1524756,-7.1898227,-0.8666867,-6.8429337,-0.95774037,-8.954703,-0.7838651,-5.4250607,-0.4532042,0.38690528,0.49235445,4.1244593,1.4536036,5.1994567,0.36690366,3.2849953,1.0224035,3.3597333,2.9609826,3.2496831,2.903259,0.6162294,2.6978428,5
-196.90337,97.33555,-46.64099,59.3867,-46.125923,12.445995,-36.936596,-3.6310503,-12.83528,-12.411028,-0.5920874,-17.805166,5.1508236,-10.198656,5.779153,-13.227063,-2.292825,-2.9793115,-8.007685,-2.4663086,-7.8020806,-0.95959044,-8.619991,0.9864267,-3.6319048,2.0298274,2.1492908,1.8459598,3.867153,2.0362933,4.9256086,0.7723197,5.466249,2.178943,3.339725,0.010170764,0.64052844,1.7020736,1.0605927,2.715325,5
-211.65767,97.59596,-49.328106,55.266396,-47.03635,16.54162,-34.351086,-3.768559,-12.751215,-10.571542,1.7149649,-17.797503,5.33913,-11.639942,3.9699237,-12.578746,-2.4246986,-3.0580904,-6.845924,-1.3722432,-7.215617,0.06885818,-8.284877,0.05198203,-5.445019,-0.20072713,0.7372902,1.774896,5.386301,3.7885365,7.8018293,3.7987905,6.5231714,2.5292625,3.4857833,0.74368876,1.497562,1.6754794,0.2820267,1.7393277,5
-180.38747,95.806885,-44.972813,55.04526,-46.128307,17.207006,-33.298096,-4.480738,-13.804842,-10.351338,1.9492215,-17.140728,6.128322,-10.713748,5.2499866,-11.658882,-2.6020763,-2.4453893,-6.2850227,-1.5685418,-7.252446,-0.481168,-8.92206,-0.26580074,-6.4011316,-1.8583362,-0.84145445,-0.46090776,2.841153,1.8144966,5.4067097,1.191696,5.4104047,2.3456328,4.475818,2.5701575,2.0228856,1.4864328,-0.2630088,2.1345124,5
-187.51811,101.494064,-48.93325,57.169987,-50.26399,14.92225,-35.395927,-3.2540603,-12.006623,-9.467321,1.1433886,-18.441053,5.8518715,-12.163084,3.2419934,-13.207948,-2.116206,-3.5174556,-7.591331,-1.6876057,-7.2747097,-0.31281644,-8.594528,-0.020531842,-5.0378256,1.3155771,2.56206,3.6727593,6.4311867,4.511231,7.0975494,1.4664128,4.25168,0.684982,2.6500707,0.7919263,1.0940634,0.3354354,-1.1160635,0.46025568,5
-175.0222,98.488785,-45.661327,53.522305,-46.524086,11.708768,-32.6948,-3.8044062,-12.906905,-10.536561,1.021103,-18.17538,5.1124105,-10.823924,3.8160734,-12.056835,-1.9118809,-2.3717399,-7.805865,-0.68978184,-6.796107,-0.14347737,-7.071316,0.83282155,-3.8604045,0.99637324,1.2645366,0.75684726,3.744676,1.6995922,5.801157,2.1738687,5.6027436,2.2360725,3.0956519,0.9063512,0.9522058,0.98237216,-0.649761,1.2167956,5
-181.77576,95.8131,-43.838467,55.689068,-46.321453,14.525797,-31.160667,-2.7518783,-12.06305,-11.466268,1.4159508,-16.818014,5.7851987,-10.7155695,3.9985795,-11.739088,-2.357713,-2.8471546,-7.226561,-1.0012356,-8.312006,-2.0244162,-9.596181,-1.7532959,-6.1246104,-0.32462826,2.499636,4.644365,7.7703075,5.246625,7.898234,2.5999615,5.917412,2.3019183,3.428236,0.21851252,-1.055011,-0.66186774,-1.1803877,1.7697389,5
-199.09364,99.33862,-44.259525,46.583347,-42.712723,10.095183,-35.295025,-5.1022096,-10.034912,-10.954863,1.0309631,-17.34911,4.9662113,-10.406924,3.4441752,-10.766827,-3.3360002,-2.2902124,-8.075284,-1.2464037,-7.4671364,-0.23014486,-6.483286,-0.074163675,-3.8879504,-0.11370086,0.7637713,0.25093988,3.6096249,1.2344437,4.966183,1.266774,4.7200003,1.5049229,1.6942424,0.71021956,0.9914882,2.4196906,1.269073,3.8115938,5
-217.3758,94.60251,-45.656147,48.19372,-39.06756,7.2147803,-29.356956,-7.1962457,-7.787835,-8.060942,3.667732,-16.1796,6.6064935,-7.404904,1.0409856,-9.868044,-3.8275046,0.0005860815,-6.602797,-1.5631344,-5.8030233,1.202968,-7.3228807,0.37816313,-3.4102364,-3.0758119,0.06873703,-2.8364992,1.9613265,0.40238446,3.1934552,-1.331658,1.5646852,0.10625353,-0.030080518,0.8279744,0.5919429,3.016056,2.111384,4.5129247,5
-211.36885,82.68125,-37.468,48.978325,-37.804413,12.004286,-30.086737,-7.537695,-10.38589,-11.180163,2.8012254,-16.021172,4.766948,-8.166367,3.479812,-8.859721,-3.5630634,-0.9920652,-6.7789392,-0.9405251,-7.0650654,0.41945162,-6.665155,-0.46047345,-3.197459,-1.8189588,0.15004638,-1.8362594,1.6702309,-0.8187448,3.7170033,0.82737076,3.351878,2.1553125,2.387744,2.5414908,1.5977087,2.8293555,0.8289084,2.4403422,5
-227.14992,87.68211,-42.563236,51.42333,-42.663006,14.750162,-29.863092,-6.0542994,-11.922422,-11.185609,1.1251131,-17.183107,5.517692,-10.179962,3.224399,-10.323562,-3.2506068,-2.4180565,-7.8907094,-2.1729012,-8.414281,-0.83372325,-6.917736,1.374267,-1.4527373,2.760842,4.1049843,2.3812287,4.3822474,1.9069213,6.077072,2.4779677,6.084643,2.8103561,2.5118215,0.6037678,0.17499082,1.4326915,-0.8281472,1.0905584,5
-180.7115,92.737946,-41.798912,52.25331,-48.613373,15.169203,-31.15164,-3.7718196,-14.6593685,-9.4187975,1.8503842,-16.085909,6.7558117,-10.629573,4.8743863,-11.953318,-1.9189926,-2.4722664,-7.1473594,-1.4856111,-7.1034937,-0.64217484,-7.369811,0.24336585,-5.645528,-1.1500218,-1.9401276,-0.9286118,3.1894379,3.647143,9.05418,5.7153563,8.574264,3.385769,3.6082864,1.2303426,1.9441361,2.019468,-0.013738215,1.0317914,5
-213.04294,88.64249,-44.73007,57.670055,-41.073452,14.003489,-31.78298,-2.7109866,-11.302412,-11.477649,0.4111854,-17.206673,5.3886876,-10.612106,3.8801749,-10.874488,-1.3987921,-1.916125,-7.568406,-1.1449746,-6.2161665,-0.0037232132,-6.457528,1.7945443,-4.1795526,-0.26585135,-1.4616241,-3.0409675,0.13580313,-1.2809434,3.180108,-0.22658926,4.3725424,2.2993286,4.3689957,3.3213449,4.2916484,4.4335437,1.4443779,2.3355317,5
-204.72755,85.67871,-40.020298,53.700172,-41.849094,12.225254,-29.07118,-4.387324,-11.802756,-11.619271,1.3781184,-16.083218,5.231528,-10.880006,3.5015564,-9.807747,-2.5296335,-1.4107891,-6.8018575,-0.2871298,-6.9703245,-0.56781125,-7.9101486,-0.87483615,-5.3732953,-2.1284983,-0.36564475,-0.669081,4.2092385,3.0581484,7.614671,3.499089,6.2109313,2.6500885,3.0924528,2.2820094,1.0446004,1.8511726,-0.63275224,0.9638682,5
-188.16512,95.72634,-44.134274,57.850662,-47.92451,11.033075,-33.28307,-3.1048095,-14.522149,-11.408097,2.2750378,-16.044615,6.049211,-10.896667,5.4275146,-11.000018,-1.5223874,-2.1883807,-7.092969,-1.6235319,-7.5865235,-1.5905374,-9.763918,-0.8346242,-5.9582014,-0.82200915,0.38406923,1.7859915,5.5703316,4.818306,8.964391,4.18574,6.877825,1.4891733,1.4532743,-0.55204254,0.9115623,1.7937336,0.5550148,2.249255,5
-179.59863,95.71021,-36.635784,54.18424,-41.37061,10.795264,-31.847984,-8.037462,-12.559605,-12.714884,-1.1783311,-17.8888,4.680935,-10.394238,3.4570422,-9.04052,-2.3764079,-2.231035,-7.579846,-1.0435216,-7.6842723,-1.043384,-8.359851,-2.1579049,-6.7698035,-3.2300293,0.021102643,0.2967674,4.7947445,3.0803583,6.531337,2.55272,5.0287027,2.079537,3.3199098,2.3466702,1.566902,2.5432045,0.0911161,2.1244943,5
-174.74539,95.05658,-53.82084,54.071854,-44.622562,15.254295,-35.18675,-5.1246867,-11.243874,-9.318252,0.56117064,-17.321611,6.0413823,-10.24376,4.0239525,-13.557145,-1.9561275,-3.0457563,-7.6266947,-0.94460493,-6.811962,0.08931871,-7.048591,1.9241852,-3.5890806,1.4337765,1.8615403,1.4308565,4.141208,3.5421662,7.6874833,3.5202956,7.387035,3.1700547,3.7352638,0.9257098,0.3639968,-0.23891911,-1.7115589,0.5009407,5
-247.51875,86.22528,-41.76138,50.186256,-40.67699,11.763227,-31.684134,-5.057862,-12.466955,-11.023703,2.5495784,-16.11249,4.1133747,-10.127008,3.978017,-10.8888855,-3.0371995,-1.568934,-6.4848228,0.33259863,-5.722585,1.0088998,-5.493296,0.7867686,-3.1125338,0.15473436,0.32974446,0.5440918,3.7031283,1.005079,5.2827687,0.8333798,3.2794907,0.8561803,2.02463,1.5844964,1.447029,1.8284138,-0.022772904,2.4594631,5
-190.82706,99.16852,-44.994755,62.568386,-47.46547,10.093255,-33.150146,-4.9657536,-15.475051,-12.584191,0.68273973,-16.931265,6.3855176,-11.265288,4.3752646,-10.769302,-1.8040091,-2.6012611,-7.0699167,-2.3809013,-8.602966,-2.5264368,-10.51272,0.2727781,-5.0153203,-0.21374516,1.4660089,0.9993255,4.056948,2.9078274,7.3585835,3.6511223,6.3132,0.2474438,-0.23921908,-1.0037441,1.7739748,3.523679,2.195577,2.7162583,5
-221.25319,87.09464,-38.657803,53.644154,-41.57966,14.295405,-29.445704,-4.573884,-12.627065,-12.774684,0.5545535,-16.883419,4.733326,-10.029037,3.8093646,-10.6363945,-2.281818,-1.1796911,-7.2151,-0.89820933,-6.881639,-1.2614067,-7.8202834,-0.73222655,-5.5590134,-1.2510296,0.5464886,1.3177695,5.2039466,2.6947176,6.3878775,2.1888368,4.9581323,1.9091088,2.886782,1.5029306,1.5960414,2.9627395,0.6721799,1.9793415,5
-181.7422,92.41253,-40.793114,53.12715,-43.508045,13.086135,-32.283653,-6.4789777,-14.187593,-11.732965,1.5236183,-17.153307,5.324166,-10.736101,3.2167864,-11.145512,-2.7490847,-2.6571264,-8.147158,-1.8454431,-8.812723,-1.3169812,-6.788596,1.3253973,-1.7899549,2.6686358,2.8030198,1.3651277,3.9005868,1.4620829,5.7030106,2.2938294,4.540383,0.66555154,1.3424536,0.17522462,1.481474,2.70085,0.7561002,2.576407,5
-178.67609,96.759705,-44.452015,58.465305,-47.525917,15.357785,-35.797535,-5.967514,-14.796145,-11.940286,0.9566957,-17.652729,5.129327,-11.21818,5.354376,-12.208541,-1.5480075,-2.3273442,-7.003227,-1.5919311,-7.98832,-0.5184164,-8.653987,0.71450645,-4.59514,-1.0316923,-0.75568825,-1.2421112,1.3696575,0.5630089,4.310749,0.32434145,3.9397132,0.8564898,3.2448778,2.154149,3.6534123,4.496576,3.7088423,4.591129,5
-179.2403,108.53062,-45.965878,63.996357,-39.75148,13.447734,-39.58336,-5.2879915,-14.33313,-14.775382,-1.8991319,-18.648201,3.7539182,-11.611518,6.7830877,-12.255152,-3.3347006,-2.7697449,-7.119785,-2.6717916,-7.9014764,-0.14586888,-9.321589,-1.2694259,-6.3902993,-2.0783284,-3.0556126,-3.5643034,-1.0597814,-0.9292167,4.648185,2.5630772,8.231294,4.404531,5.5577025,2.5186985,3.6119177,5.0184684,4.2406015,6.167071,5
-197.76994,99.40932,-43.717896,46.950336,-49.379337,14.115707,-30.842682,-4.033589,-12.104697,-9.159043,2.5382195,-16.33712,6.8351574,-10.564524,4.7307124,-10.189952,-3.1928544,-2.520404,-6.647961,-0.8458666,-6.513293,0.47940576,-7.5125875,-0.9271878,-6.2015305,-2.063354,-1.1719298,-0.64464766,3.630817,2.623175,6.531453,2.5846736,5.8477035,2.6359732,3.5117157,1.00542,0.76715446,1.5208836,0.7960278,3.5540054,5
-218.56508,91.65014,-47.1053,47.705425,-43.750072,13.829263,-27.739325,-3.7911882,-9.0221195,-8.740819,2.7315915,-15.52987,6.86719,-10.027923,2.679584,-9.783642,-2.626286,-2.0866961,-7.1552787,-0.79936284,-6.78346,1.1341187,-6.206757,0.8859168,-3.5352883,-1.2199265,0.79463315,1.1130626,5.1564684,2.8199294,5.983827,0.7473089,3.6274192,1.1012697,2.1412604,1.438022,0.6191765,1.03046,-0.992486,1.652407,5
-216.4096,85.31356,-45.84577,55.297215,-42.315636,11.151487,-28.26105,-2.508422,-9.712702,-10.869189,1.5475433,-16.029455,4.323894,-10.672406,2.71139,-11.502836,-2.913624,-2.929427,-7.772706,-0.72611785,-7.0666704,0.08987755,-5.9317336,2.3398368,-1.1152508,3.276547,3.3022354,1.8351835,5.4793825,2.7303057,6.612482,1.906665,4.2443104,1.6392372,1.9172078,0.21625572,-0.057781234,0.2566732,-1.564752,0.672272,5
-177.71916,105.463425,-46.933983,62.250084,-46.595394,12.942751,-34.59107,-4.446617,-16.452202,-12.437589,-0.0037850498,-18.92484,5.753379,-11.830798,4.89366,-11.168,-2.1937969,-3.7294822,-6.9299603,-2.0874333,-7.183456,0.31945246,-9.120195,0.07925219,-6.6767583,-2.5377493,-1.5750563,-1.3449541,0.105509974,-1.2280269,2.9704807,-1.6805042,3.5363,1.5382869,5.8391113,6.327601,8.190048,7.605713,4.4523144,4.2777214,5
-188.88074,92.727264,-45.243668,61.266678,-46.169277,12.879715,-32.68172,-3.4618628,-15.8050585,-11.604897,1.01004,-17.645033,5.444051,-11.6721735,3.808286,-12.664003,-2.0078862,-3.0614858,-6.7918286,-1.0486075,-7.9285655,-0.9162253,-7.4426146,0.007944273,-5.670219,-0.016975826,-0.4636322,1.3513864,5.756948,5.36381,9.729579,4.896475,7.244453,2.3364856,3.5238392,1.3916084,2.027108,1.4596466,-0.6826974,0.40778813,5
-183.84833,100.8102,-43.125057,51.803642,-45.362637,9.57459,-37.81443,-6.2149014,-11.76489,-11.150917,-0.13442089,-17.409258,7.3253174,-9.765267,4.127654,-11.139374,-4.287778,-2.9871688,-7.384701,-2.552589,-7.9753017,0.089917615,-7.957796,-2.2489095,-6.2117405,-2.1325817,-0.41553208,3.0183527,7.1543446,5.6345053,9.653937,4.250029,7.61356,4.878656,5.0315027,2.6571512,0.6570464,-0.38341314,-1.5165594,1.4376053,5
-177.9523,88.387505,-42.88412,55.38608,-43.70481,13.694061,-30.358603,-3.668664,-13.768624,-11.505209,0.65556866,-17.67502,4.6673474,-11.322216,4.132314,-11.328802,-2.2541642,-1.7432382,-7.2979217,-1.2699267,-6.8776107,-0.96374947,-8.027361,0.3489478,-4.8163595,-0.21740372,0.3202735,-0.38260114,2.8832223,1.182398,4.951502,0.9579249,4.299734,1.2311198,2.96294,1.8416122,2.558883,2.9441922,0.69197845,2.1733134,5
-215.61357,79.9959,-39.37355,49.037537,-43.823925,17.161875,-30.259483,-2.2814221,-10.438994,-10.234274,2.9036613,-15.694646,5.9979825,-10.2984495,3.9044573,-10.384154,-2.5607414,-2.125476,-6.754001,-0.53927636,-6.233955,0.55726326,-6.5795407,0.5492473,-4.602849,-1.0385169,-0.40717497,-0.58752394,3.6008701,2.0140102,6.138712,1.8715886,4.52203,1.5111686,1.7506101,0.23507158,-0.10413512,1.1005739,0.11727856,2.2775378,5
-202.37607,94.41365,-41.772545,58.480644,-44.607925,14.829586,-36.19647,-3.7504666,-14.002334,-10.955473,1.7301946,-18.002705,6.244274,-10.590347,4.9510007,-11.415554,-0.6064487,-1.6891495,-7.8263264,-1.2510777,-7.032308,-0.43698302,-7.0055175,2.3904524,-2.912898,0.54635185,-0.672004,-2.2907076,-0.6537661,-2.022589,1.9599471,-2.5284412,1.1675894,-1.5898436,1.1041074,1.3553921,3.4385724,4.1423426,3.159915,5.0796614,5
-181.743,96.57673,-46.372406,50.80357,-46.176556,15.990727,-30.83281,-4.16641,-12.727617,-10.4279,2.6801455,-17.617722,5.2830706,-10.262335,3.9980443,-11.337106,-2.664671,-2.303504,-6.8907585,-1.4517968,-6.940514,0.7442833,-7.4331784,0.72357434,-4.3011317,-0.70722955,0.45603058,-0.58010596,1.46022,-0.7924519,3.173099,0.13748662,5.1047926,2.7992132,4.5920506,3.2648852,2.7705753,2.9168072,1.2869419,3.2097948,5
-229.56578,91.42298,-47.251823,56.894627,-45.1232,15.674233,-34.821976,-4.3641524,-11.2680025,-11.102513,0.8947495,-17.588575,5.1129007,-10.77076,4.3462934,-12.126944,-1.9942483,-2.460428,-6.988439,-1.0824661,-7.245921,0.22206862,-6.928286,1.8310087,-2.5484667,1.9727492,2.072653,1.857181,3.5348935,0.051690847,2.780343,-2.4919589,1.0274513,-0.8457479,2.019169,1.7039951,2.6138418,3.1665332,2.0013392,3.5463734,5
-186.3659,90.54914,-45.034954,51.46936,-47.43792,16.440378,-33.358223,-3.7673626,-12.282136,-9.69201,3.3270888,-17.036068,6.4222794,-11.13991,3.7798903,-10.914465,-2.2888958,-2.3653958,-6.0067077,-0.9838614,-7.991988,-0.14547646,-7.618825,1.1502706,-2.8666124,2.376269,4.345326,4.6926036,6.88226,3.1033792,5.007657,-0.5448429,2.0262752,-1.1211095,0.9320968,-0.4725082,-0.38460663,0.6329019,0.12624237,2.2633848,5
-178.03247,97.199745,-41.675446,61.488205,-44.861893,11.835725,-34.044266,-5.230786,-15.252422,-12.610264,0.628215,-16.914003,4.7999287,-11.603051,4.545596,-11.582787,-1.1756641,-2.8021524,-7.3574157,-0.6640504,-7.597509,-0.5247,-8.329117,-0.9514509,-6.2924924,-3.0592926,-3.4662027,-2.137973,1.7643187,1.847094,8.232349,6.3180137,10.40439,5.694155,5.1493664,0.9622302,0.89994377,1.2941488,-0.32709268,1.0620822,5
-189.66162,93.389366,-43.934277,56.255047,-40.019745,10.971129,-31.005894,-6.7057467,-13.642808,-12.288702,0.42449275,-17.462776,4.550358,-10.265577,3.7347345,-11.040719,-3.3007252,-2.1366887,-8.241559,-2.0039067,-7.967931,-1.5292299,-8.301683,0.075935245,-4.0896087,-0.48035017,1.5456276,1.4234909,5.6627913,4.1052938,7.879597,3.3370361,5.9936657,3.2444124,4.5219116,2.6049335,1.7607126,2.0572104,-0.8621332,1.325336,5
-190.96138,101.198425,-46.01635,52.540337,-47.185562,12.519526,-31.50599,-6.997566,-13.427043,-9.682672,2.3823967,-17.967922,4.510764,-10.871375,3.6310182,-11.525691,-2.5057,-1.3139769,-6.874317,-1.4141294,-6.782412,-0.14239696,-7.9925385,1.018868,-4.4275436,-0.40761164,1.7647579,1.0460912,4.3310494,2.2732615,5.7875104,0.7913099,3.5144253,-0.019053424,0.99096715,-0.007333888,0.37165156,2.499424,1.5166937,3.1466553,5
-211.93974,94.32054,-49.82817,58.702717,-47.58602,16.756214,-32.919365,-3.8887024,-11.853045,-9.849839,1.105452,-18.218712,5.7292933,-11.2437105,4.44985,-12.3785515,-2.105024,-2.6355116,-7.1881676,-1.1735355,-7.243051,-0.7847784,-8.319669,0.40062767,-5.15794,0.68673396,1.3221525,1.2313995,3.665378,1.2604991,4.8036366,1.3130827,5.097339,1.6345811,3.9116142,1.3634559,1.4223657,1.4262536,-0.31332624,1.3882394,5
-199.24385,96.706,-41.353268,57.10385,-44.908432,13.807763,-33.185974,-6.1937776,-14.198778,-13.018347,0.35239512,-17.368048,5.2319818,-10.957928,4.2332644,-10.8246975,-2.0035784,-2.8008382,-7.5567966,-0.99242216,-7.6212077,-0.84391314,-8.75165,-0.65390253,-5.4604344,-1.0225332,0.63858277,0.47778907,3.7883925,1.4487178,4.8138433,0.59722155,4.523739,2.0224514,3.524573,2.4132423,2.6803138,2.9735577,0.79844874,2.6832356,5
