0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-370.55453,173.93895,11.389686,-12.33761,-2.1818092,-39.59026,-45.64548,-16.971579,-11.473684,-12.826223,-11.823181,-23.415915,-17.307556,2.7167277,-9.881735,-26.869753,-9.268381,-1.0570767,-17.248465,-13.457174,-0.90629494,-9.985387,-13.762381,-3.3404033,-5.1655025,-7.3044505,5.1308184,8.751187,1.920645,4.170668,5.772851,-0.26332843,1.109826,5.462597,1.2788737,-1.00829,1.6921626,-0.51518255,-3.0295615,-0.3588468
-353.3199,160.82362,18.690527,-7.367807,-7.4585304,-41.36138,-40.432014,-15.398095,-15.920208,-16.318552,-11.413604,-21.061222,-15.933597,1.2449403,-11.078296,-24.061949,-6.521845,-2.5687828,-18.1822,-10.473857,1.0409607,-11.006948,-14.021834,-2.3541725,-4.229175,-6.351324,3.1523747,2.3217487,-3.1607459,3.5085802,5.1825604,-1.2074095,3.0468237,7.3523293,0.031917408,-2.0149143,2.1282835,-0.89450616,-2.2813869,2.4576302
-376.3638,155.54868,28.676226,-4.448665,-8.388004,-34.585064,-34.85283,-17.213997,-18.5256,-17.239117,-9.896416,-16.890066,-15.839149,-1.8623407,-8.455787,-21.42888,-11.700799,-4.780978,-13.282202,-10.941141,-3.550483,-9.982745,-14.452884,-9.22962,-7.2556276,-4.3090763,3.6798918,5.9318476,4.891735,6.320547,3.1268008,-0.21869566,4.925756,7.0910735,0.7703832,-1.8352896,-0.49394405,-1.910804,-1.0934758,1.8649839
-365.61432,155.07567,13.436029,-9.471118,-1.2489939,-38.566174,-50.20995,-19.608763,-5.8546767,-11.860294,-17.3155,-22.131924,-13.3465185,1.439793,-7.426876,-21.218964,-11.714639,-4.39121,-12.90722,-12.084953,-4.2064867,-6.3065743,-7.702564,-4.7148523,-6.909271,-5.0193315,3.8431478,3.886788,-1.3371533,0.6548788,2.452814,0.8561915,3.1908965,3.6186826,-1.6890295,-2.5399568,0.99882054,1.4215493,1.7308848,2.5908377
-393.9116,137.9658,24.893341,0.01802898,-2.9410734,-36.870007,-45.98226,-21.847515,-7.955814,-6.800277,-11.578077,-19.462238,-9.474306,4.504756,-10.250992,-24.004604,-6.8027287,1.7223599,-14.375611,-15.237702,-1.0658584,-2.412003,-9.078479,-6.292906,-6.2554436,-8.510457,-4.367225,-1.3197435,-1.0288415,1.9419417,1.5458609,-2.3905964,-1.4771409,-0.68560946,-3.880947,-1.6753539,4.0094576,3.0956109,0.5902651,2.3632267
-378.30173,128.61703,21.895979,2.187638,2.1228673,-29.55016,-39.873447,-23.29138,-15.078063,-9.036592,-7.22974,-19.020638,-15.372829,3.1706462,-3.5867205,-20.304905,-11.484321,-1.8944677,-9.971065,-10.317813,-4.13916,-9.095046,-10.927818,-3.9701045,-4.1855693,-5.9068913,-0.8640077,-1.2100083,-4.6281857,0.13466452,2.8911376,-0.9983894,0.6396781,4.1957917,0.87961096,-0.34718016,3.1835327,2.1861823,-0.41999453,1.0779449
-400.22607,141.93109,16.096601,-5.01364,0.49572253,-29.837605,-38.84817,-22.917654,-19.64757,-14.735189,-8.946074,-19.13424,-16.625414,0.9562876,-6.651035,-22.172869,-11.062107,-3.237388,-14.411285,-13.336798,-4.9880257,-10.665363,-11.774652,-1.7584093,-0.41763428,-1.7319027,3.8933904,3.0524318,-1.4809196,2.7231083,5.5077114,2.9156995,5.426563,6.095267,-1.1475849,-2.5993397,2.2867496,1.2753687,-1.0855026,0.8154722
-356.68124,153.78526,19.25083,-12.779536,-10.374301,-32.924397,-35.474724,-22.183372,-21.458212,-14.054788,-7.9370627,-19.563942,-15.161772,2.6870542,-7.9668055,-22.814028,-9.769169,-4.3989778,-15.866087,-10.551196,-1.8632954,-10.352798,-11.53709,-2.8769372,-5.4284153,-6.9839654,0.39916757,-0.49865073,-2.9081848,4.9848866,7.682103,4.4006352,8.754782,9.195996,-0.16462177,-1.3813586,3.8834965,1.9109886,0.014840687,1.85446
-397.87027,141.95787,17.38648,5.6925454,8.022876,-34.26955,-41.502697,-16.2601,-13.626635,-14.573251,-10.724976,-19.628834,-14.391669,3.623113,-7.194317,-22.800854,-8.828879,-2.5605643,-15.41439,-10.43981,-0.3488028,-9.36074,-11.361222,-0.7405261,-2.413172,-6.9426804,-2.2989345,-3.5854287,-6.443122,0.54549986,2.6683052,-1.7546502,2.026704,5.136903,0.14143862,1.1381868,6.2618713,3.8119707,1.5527587,2.7773464
-380.69904,133.0591,20.62663,6.503578,0.61562884,-39.694027,-39.436172,-14.418131,-17.265276,-17.334805,-7.1281233,-15.425979,-16.332703,-0.67477155,-7.3915377,-20.573256,-8.1686,-2.2479944,-14.16542,-10.294361,-1.3370022,-9.587482,-12.31655,-4.6419396,-6.677403,-7.4071045,1.1127757,0.8870645,-2.5770853,4.1549726,6.611204,1.7818723,3.915811,5.5811586,0.06646724,0.15956484,3.6037447,0.058019377,-2.0608044,0.67002004
-378.40985,155.21301,25.818565,2.3627503,-8.4541025,-48.832184,-41.365116,-12.158186,-17.807405,-18.550026,-7.5937347,-18.816916,-19.228815,1.8964497,-5.143367,-23.924631,-12.252423,-2.9518034,-13.303488,-10.006538,-3.3697536,-14.029657,-15.517779,-5.0165105,-6.504083,-6.548133,3.5247436,2.3450572,-2.1331162,6.950927,10.603717,3.1765873,3.34405,4.5101023,-2.5606575,-2.7759795,3.3410215,1.6744984,-0.91282946,1.6181674
-350.38928,151.7274,25.873312,1.450134,-0.714771,-38.116188,-45.58622,-20.874819,-13.78005,-14.449128,-13.408739,-21.658035,-16.846096,0.7756868,-5.2073555,-19.541935,-10.851001,-3.892417,-11.737875,-9.640333,-4.488899,-11.681709,-12.3813715,-4.954559,-7.4859624,-8.624612,0.32051903,1.8287696,-1.6896367,3.3833396,5.707537,0.67474735,2.0145276,5.6548624,2.4056807,0.96311295,2.6978989,-0.14395614,-1.6714976,2.1574955
-354.01477,157.42145,-0.6650137,-12.889133,7.0101466,-34.065662,-51.01242,-24.642603,-13.207939,-10.933223,-9.486021,-21.47358,-18.096321,0.41823485,-9.435706,-25.797115,-11.301315,-2.354629,-15.090575,-12.553297,-2.6749523,-9.840203,-10.840297,-0.12839441,-1.7850597,-4.921406,3.206703,3.64659,-1.3348227,4.5680203,8.366866,3.700096,5.274472,7.8067846,2.0719438,-0.09390394,2.0309577,-1.6016065,-3.4304025,0.89340645
-423.61514,140.50903,14.816918,-1.3598206,2.0183046,-34.003258,-41.19422,-21.151606,-19.064865,-14.20799,-5.8038373,-17.765686,-18.803265,-0.15425254,-5.5855436,-21.608519,-10.469309,-1.3719213,-12.660134,-12.2501545,-3.0987756,-7.5147514,-9.1874275,-2.0009687,-3.5893586,-5.6944256,0.56715727,0.43246257,-2.7898693,2.7037556,4.385087,-1.0988578,0.73072284,4.682867,1.344151,0.23108688,2.6517115,0.444725,-0.96302956,2.0030026
-383.5096,164.14268,28.096966,8.459238,-2.0664964,-49.135143,-43.591797,-13.199629,-20.713526,-20.921185,-5.9860234,-16.508854,-19.090273,0.62300897,-6.812398,-23.675768,-9.35328,-1.2771989,-14.087358,-10.498795,-4.3878274,-16.178322,-14.334233,-0.6683762,-5.348118,-8.392045,3.981708,3.541055,-4.8085637,2.2805738,8.3226595,3.5533867,4.0848775,3.6291497,-5.446844,-4.9689684,5.296112,6.4251313,1.2201513,-0.27728817
-396.84402,140.62323,21.307457,1.6802721,1.3626938,-32.759987,-38.068157,-19.160093,-18.943254,-16.5007,-8.472801,-15.858858,-13.392653,1.3155819,-9.3590765,-23.609167,-8.197706,0.12305454,-13.590853,-11.901972,-1.9550785,-9.758102,-13.567009,-4.6281753,-5.3443933,-7.514285,1.4257077,3.5699036,-0.9110907,3.7585244,6.2149796,0.03559833,1.2174873,5.7520814,0.9050815,-1.9895355,2.8935823,3.3241205,-0.13652506,-0.1673031
-354.32465,151.05162,18.568161,-3.7590883,-0.9453645,-35.728573,-42.660053,-21.716896,-19.199076,-16.776327,-9.275089,-17.933876,-17.369564,-1.2210917,-8.1873,-23.413158,-11.97776,-2.3696,-12.460644,-12.9478245,-6.381098,-11.771359,-12.278215,-2.4703577,-0.29742432,-0.43230373,3.7971113,0.7208499,-3.2207575,2.7506716,5.3937755,1.7281318,3.7025375,4.293698,-2.0566282,-2.0023978,3.4538963,2.3790762,0.18632883,1.9558024
-363.31876,166.13277,19.787943,-1.0219834,2.8612247,-37.596786,-45.245476,-21.79062,-18.89196,-14.849807,-7.7695065,-20.259672,-17.627157,3.563614,-5.9860334,-24.605463,-10.478138,-0.55045503,-12.960213,-10.9169,-2.8052108,-12.249025,-14.202437,-3.2202754,-4.4934664,-7.7192845,-0.2430124,-0.2606311,-5.5011945,-0.43569648,3.1469536,-0.57248724,0.92661476,3.2167113,0.011901547,0.99703926,4.4974995,2.8267622,2.8439786,5.3048363
-362.5761,167.82686,24.608862,12.722145,15.791346,-39.5617,-55.559174,-23.8761,-13.674966,-13.872117,-12.202558,-25.382887,-21.039286,5.3709955,-0.57741135,-24.502737,-14.823749,-0.598655,-13.04529,-17.69707,-5.672574,-5.194836,-11.599712,-10.392424,-7.784742,-5.1503887,-3.742465,-8.541013,-8.64011,-0.4058676,1.30242,0.38152653,7.83078,9.764093,0.79893327,-1.9468359,2.0041883,2.4644933,4.220821,7.797252
-372.56207,161.38069,15.90131,-21.915752,-13.096675,-30.708378,-36.3277,-21.272457,-15.317198,-11.457738,-10.802052,-21.461857,-16.204723,2.0977807,-5.597321,-21.724577,-11.908504,-3.3574681,-13.0569105,-12.139992,-2.9713416,-7.7323933,-12.247193,-6.614411,-5.7268324,-6.634178,-1.6198617,-0.81955886,-1.9515415,3.9550679,5.991645,1.1599901,2.8583283,6.570167,1.8655887,-2.0517442,0.2557925,1.5786015,2.3329778,3.6212401
-401.97656,142.07433,16.863865,-13.504042,-7.1058702,-28.027946,-35.336323,-18.746674,-11.55911,-10.68673,-10.351159,-16.542494,-13.122422,-2.0599518,-8.693491,-18.309576,-8.856274,-3.796005,-12.7108755,-11.120948,-3.41725,-7.2599397,-9.618579,-4.378543,-5.340785,-7.158273,-0.42730713,3.8672986,2.3859296,3.2573779,3.1480417,0.13028213,1.1213963,3.241316,1.218229,0.05676724,0.738078,-0.68868077,-1.217909,0.75243765
-399.1127,134.55331,19.083614,4.3269453,0.30792475,-39.861107,-40.189953,-12.513251,-14.115343,-18.772486,-11.197903,-15.261153,-13.410977,-0.75203776,-9.682736,-22.045706,-9.903384,-4.9179325,-15.299446,-9.321315,-1.3276881,-11.561991,-12.251243,0.13157131,-0.700265,-3.3418996,5.068451,4.959863,-1.059002,4.1010838,7.0492764,0.88292164,1.8052778,5.5862155,0.7282362,-2.098335,0.58443844,-0.7780327,-2.188489,0.028570762
-360.59128,174.6123,22.808296,-2.07053,1.3285414,-37.275238,-42.324078,-18.064774,-18.881672,-18.895391,-9.719291,-18.488329,-17.874475,0.8414872,-5.60445,-21.946394,-10.638192,-2.5826015,-13.737666,-11.180646,-2.8301551,-10.789816,-12.762464,-3.9893785,-6.7627416,-9.918175,-1.6656656,-0.6673237,-5.644178,-1.5010886,0.95036584,-3.2277143,-0.7705001,4.025729,3.3624754,5.962929,10.20262,7.0737524,3.2340455,2.7220352
-379.02036,154.78117,18.76932,8.384755,3.0418873,-46.98325,-43.811913,-14.975434,-24.506416,-22.217768,-3.4087675,-15.597014,-21.200325,-1.2835051,-8.7433195,-25.820372,-9.194708,-0.121028446,-15.615528,-12.847967,-2.9940898,-12.149561,-12.5957775,-1.3879224,-4.8362074,-8.326036,-0.54781985,-0.46158466,-0.8143242,9.175822,10.063655,3.2361424,5.769207,5.1535535,-2.8076384,0.19879434,6.220507,0.9453862,-1.9538128,1.3215157
-354.90164,162.55376,18.46794,-6.6029553,-3.2666187,-43.098545,-50.70992,-18.466394,-9.426484,-16.135717,-16.374582,-20.224966,-14.273137,1.552473,-6.0077233,-23.007072,-14.972198,-4.66795,-12.260373,-13.272841,-5.641839,-8.471559,-12.323503,-8.314253,-7.256799,-6.9926705,-1.32676,1.8687513,2.3311765,5.5649805,6.2351155,3.935278,5.4634705,7.235734,4.9136944,2.3457212,-0.18470275,-2.9848845,-2.0579205,0.8517596
-353.36597,145.21968,18.679409,0.080797255,2.1334958,-33.18785,-38.897392,-18.827295,-17.876822,-14.8391695,-7.8779383,-18.099403,-15.843178,1.5054438,-7.9848185,-22.837105,-8.343533,-1.3354919,-15.032078,-11.627785,-1.6033077,-10.52503,-12.963079,-1.6675191,-2.711348,-7.2443385,-0.49485266,0.7478449,-3.1736264,2.0874257,4.7488704,-0.477153,0.96331614,4.323756,0.49602363,0.2816576,3.948818,1.2503283,-0.86700404,2.228515
-393.1633,128.7426,18.851435,-3.4842072,-2.5307283,-29.250685,-35.58612,-20.739283,-17.168673,-11.719135,-5.6172423,-14.529642,-13.817628,-0.5476442,-7.9253297,-20.000868,-8.72648,-2.3258162,-12.473207,-9.737737,-1.4392452,-8.187092,-10.290828,-1.5990313,-3.2732725,-7.6477494,-1.0292293,1.8926218,-1.0160755,3.0452316,5.6790195,1.3029715,2.3181221,5.291973,0.41667235,-2.4227433,0.7349222,-0.15512717,-1.9659913,1.5654826
-393.59637,155.16536,25.094652,9.880709,7.252719,-40.432766,-48.566345,-21.137444,-15.802276,-12.519286,-5.721093,-16.960115,-15.967706,0.5388772,-9.463,-22.623278,-5.642387,0.5317946,-15.286866,-11.578002,-0.7420766,-9.876459,-12.677493,-2.448173,-3.9250271,-6.662294,0.2683535,-1.6172975,-7.299296,-1.6750705,0.54885995,-4.688963,-2.6644907,-0.07122776,-2.5311234,1.9176683,6.200586,-0.2952038,-1.5619117,6.5107946
-364.90744,157.21574,19.115246,-10.384371,-4.3015056,-29.519676,-36.852123,-23.113758,-19.219341,-10.813011,-5.9164953,-20.393137,-17.8163,2.3767087,-6.5829873,-24.013012,-10.600312,-0.9057279,-13.589519,-12.713414,-2.246464,-7.7173634,-11.121205,-3.9512181,-5.315883,-7.3856816,0.3537001,1.3871238,-3.5183008,-0.4491164,0.9062323,-2.9337602,1.4930022,7.1674294,3.0354548,0.56327647,3.2759287,1.5490322,-0.17341371,2.5038717
-411.62234,154.2356,7.482904,-0.5893243,7.961244,-40.51972,-48.22175,-16.809282,-14.557063,-16.163336,-8.759094,-19.610409,-18.623993,1.7030258,-7.5065975,-25.722576,-9.73463,0.41283172,-15.192203,-13.449652,-1.4700665,-9.690884,-13.157414,-1.6873997,-1.8722839,-5.226859,3.06009,4.2844725,-1.4336184,1.6692207,1.9598879,-4.808471,-2.6575005,2.3524277,-0.2828801,0.5571611,4.8956046,2.4877832,0.92329586,4.0168557
-369.66388,149.57242,12.937416,-10.194348,-3.06882,-33.839363,-41.262836,-21.666267,-17.806854,-14.144865,-7.7655077,-17.632114,-17.064228,-0.92333436,-7.796782,-22.179256,-10.6099205,-2.357785,-12.83503,-11.278127,-3.255285,-10.202443,-12.70659,-3.2379763,-1.8611871,-2.9535236,4.284787,6.749885,3.9336712,5.479426,3.3131897,-2.7938902,-0.7204942,2.6844728,-0.9944252,-2.0226853,0.7856106,-0.09234595,0.012336671,2.742992
-362.32367,158.06113,31.855947,8.966935,-0.23464069,-44.973682,-46.504547,-15.478123,-14.719129,-20.104204,-12.215112,-15.504878,-15.520969,-3.3939078,-8.763376,-18.740204,-7.272748,-2.921258,-15.409983,-12.849604,-3.472174,-9.700776,-12.230493,-4.3395786,-5.3054247,-8.227042,-3.5604568,-4.406567,-6.4941525,2.537754,9.108383,6.2801194,7.021235,8.731936,3.0659149,-1.2100497,-0.12720378,0.26928437,1.2566538,2.3290591
-362.24612,144.54395,17.8556,3.3087294,3.9378881,-37.80986,-44.566998,-21.213923,-19.365347,-16.187172,-8.5082,-19.889023,-18.007017,1.8119638,-7.3588624,-24.890837,-10.449578,-1.3074628,-15.447257,-13.500694,-2.6449873,-10.711585,-14.30723,-3.7007878,-3.4504108,-6.544552,0.73520684,2.6452732,-0.004638497,6.1900225,8.565062,1.9772898,2.232837,5.769101,2.5834894,1.5859472,3.6056619,0.2733997,-1.9361506,0.6945184
-372.26367,164.75621,19.938805,-11.68067,-6.313836,-32.75844,-39.74264,-25.09042,-20.47209,-10.5626745,-5.480043,-21.729996,-19.530018,1.1948249,-8.830684,-26.246248,-10.131398,1.2136847,-12.289015,-12.893928,-4.1816792,-10.478754,-12.148687,-2.7293606,-3.5779576,-6.0855565,1.0903571,2.4068635,-0.33262068,4.383728,4.5909376,-1.0658246,1.6985605,4.233398,-2.0230596,-2.6853175,2.6433601,1.5405835,0.3705125,4.058961
-400.98117,162.27357,10.962224,-8.199341,3.7964606,-32.70612,-43.385265,-20.058931,-13.10529,-11.015653,-10.494339,-22.899118,-15.873264,3.9943435,-9.008391,-25.092506,-7.4009037,-0.009462372,-16.273066,-13.072528,-1.7487934,-10.531988,-13.443911,-2.8881128,-3.9995131,-6.63758,1.7050105,2.170724,-3.0142388,1.7916012,4.3787737,-0.1922304,2.0568135,5.2375364,0.72491676,-0.44023645,2.348464,0.25536868,-1.2027996,0.7137702
-382.97507,156.59503,26.028868,5.00942,1.8389795,-39.60728,-45.22206,-21.134827,-19.082966,-16.667715,-8.602413,-18.120562,-17.134918,-0.13772003,-8.106508,-22.71357,-9.800976,-2.6489675,-14.406846,-11.208774,-2.7263002,-10.851552,-12.993262,-5.214243,-8.049948,-8.470674,2.355731,2.9386601,-3.0399241,1.4533867,3.6205842,-1.7740813,0.58386004,5.2935348,2.0774782,1.1866372,4.05729,1.8985884,0.2798126,2.4999363
