0,1,2,3,4,5,6,7,8,9,10,11
0.38360068,0.33794335,0.36474323,0.3805582,0.37534258,0.3695841,0.3957692,0.46925747,0.5338231,0.57029283,0.5332064,0.4891158
0.33320725,0.23818307,0.2041136,0.2582496,0.3006691,0.3381602,0.32914293,0.3568183,0.47738913,0.5179784,0.53090596,0.460669
0.31712374,0.2544343,0.2536956,0.24225105,0.3389418,0.323148,0.33458948,0.43231297,0.46931112,0.49185055,0.49008608,0.42141718
0.39406657,0.33777675,0.31446806,0.29484642,0.2848872,0.3116455,0.31438255,0.41209805,0.51799464,0.5317831,0.5408035,0.49772173
0.40371227,0.37586838,0.37220016,0.34084976,0.3529034,0.42592567,0.41187057,0.43599766,0.47470352,0.53379226,0.5305554,0.47007206
0.374707,0.29671237,0.23914318,0.22652037,0.3372994,0.4075594,0.37141922,0.40387982,0.45089924,0.513297,0.49874407,0.40018734
0.39132574,0.30784947,0.26153848,0.2620329,0.2767595,0.35774106,0.39949548,0.42448804,0.4879541,0.56174356,0.53683686,0.4738164
0.3950695,0.38137585,0.28684604,0.25816575,0.28646025,0.36650023,0.3432698,0.36850354,0.4012705,0.42224297,0.42939135,0.40014288
0.3193547,0.28254443,0.2538787,0.23688404,0.30565852,0.4423296,0.4283869,0.42310908,0.4523495,0.45022142,0.4132459,0.3524351
0.31511635,0.20283043,0.1844199,0.22418486,0.3051171,0.4429568,0.4248497,0.4493802,0.5939014,0.45816407,0.39946112,0.33726868
0.35523045,0.29450932,0.27777886,0.2855184,0.35868898,0.4378317,0.40397814,0.4110762,0.5081707,0.54517007,0.47619364,0.4141628
0.3842208,0.3310942,0.3786111,0.34224948,0.37823832,0.40769154,0.41065347,0.43614212,0.45004612,0.5062823,0.52781135,0.5216476
0.43223783,0.41114962,0.3421541,0.2757862,0.2519982,0.3011639,0.31132448,0.3276076,0.42903095,0.49697468,0.5330014,0.5183592
0.27599666,0.26542988,0.2519335,0.24501787,0.31695017,0.40628144,0.5533186,0.5022843,0.4244717,0.36707398,0.37207684,0.3181006
0.33265492,0.2908058,0.28462416,0.2449553,0.25641516,0.30533504,0.33971867,0.363023,0.4728333,0.55853003,0.5366532,0.4163775
0.31312492,0.21889737,0.20086357,0.24550788,0.26734668,0.30843553,0.2754871,0.42026427,0.50209415,0.4766743,0.61884564,0.50947225
0.34447885,0.33375552,0.34890613,0.3120888,0.33599126,0.36905462,0.42113695,0.4449505,0.4291309,0.4551807,0.44235528,0.38467136
0.41337416,0.3677074,0.39994285,0.39787227,0.44820055,0.36641157,0.34489647,0.4136405,0.5002357,0.5738812,0.51255584,0.50527185
0.36729962,0.36561236,0.38612735,0.33951804,0.48421904,0.5041126,0.502623,0.47558364,0.4268006,0.45591533,0.4421069,0.42977044
0.35772553,0.3351723,0.3327091,0.34219345,0.38723144,0.40384594,0.4889811,0.50678444,0.4884698,0.46143246,0.44877183,0.44958317
0.38113564,0.33591297,0.3019801,0.28064677,0.3287907,0.41086012,0.45259634,0.40002742,0.34497264,0.36435288,0.40467042,0.4340076
0.41657603,0.34691188,0.33009478,0.33459145,0.35359746,0.38262016,0.3736267,0.31702733,0.35268885,0.40893883,0.5072267,0.54508275
0.27589816,0.25312033,0.3044077,0.28338104,0.29062626,0.28353396,0.30891255,0.43268567,0.6005622,0.64483887,0.47229826,0.3498162
0.32912317,0.2794215,0.27455372,0.21839169,0.22258313,0.2707443,0.34067342,0.40974152,0.46740103,0.5259981,0.5407658,0.40982264
0.36449638,0.3027577,0.29629585,0.2854336,0.35247046,0.4000551,0.37987936,0.40630195,0.46747,0.5015704,0.5029257,0.4449402
0.38098836,0.29792088,0.30236834,0.29429698,0.356736,0.33544365,0.37461358,0.4416485,0.46642104,0.47247973,0.4836535,0.459258
0.3145231,0.27854308,0.26386037,0.29101345,0.3397871,0.37799057,0.43575677,0.45319635,0.48849222,0.45666116,0.4851428,0.4259887
0.38372594,0.343982,0.34288073,0.4091049,0.37454394,0.40634358,0.5155656,0.4720014,0.57045937,0.55313927,0.4719916,0.45250311
0.39033082,0.274564,0.26669684,0.34480622,0.39730674,0.49563217,0.45959604,0.36160854,0.38185653,0.41146848,0.6037457,0.57431245
0.5152026,0.43486378,0.4260658,0.39430913,0.39041406,0.3744255,0.38566625,0.37585416,0.38535663,0.5058018,0.55447274,0.5664882
0.3616916,0.29278868,0.24033836,0.25642392,0.3799542,0.38943762,0.38394928,0.4100386,0.40647054,0.37120572,0.4037362,0.42565984
0.3736557,0.3641859,0.36729068,0.33967307,0.31906375,0.3529609,0.40997806,0.4414559,0.45595172,0.49845234,0.48749262,0.41568848
0.33611038,0.25585222,0.26699618,0.28570765,0.30885062,0.3411713,0.39314586,0.40145746,0.44004208,0.52924424,0.509922,0.40397337
0.34465218,0.28483692,0.2510157,0.24086359,0.2864226,0.3136352,0.38731658,0.41028133,0.40655333,0.50389284,0.51200765,0.42278004
0.35925314,0.2996916,0.26228237,0.29562807,0.36565384,0.4417705,0.3448727,0.33581516,0.43570042,0.51358086,0.46433768,0.41090685
0.54147714,0.4995616,0.40404534,0.27643707,0.2451608,0.30417025,0.37841922,0.41556844,0.44163692,0.41235134,0.45642966,0.5439125
0.31562388,0.35190153,0.31481817,0.26658857,0.33835843,0.3288552,0.38252833,0.3747153,0.44621927,0.48466417,0.4947577,0.3870631
0.3921832,0.33240715,0.26890564,0.2526455,0.31299165,0.37081924,0.414545,0.3878297,0.44719127,0.4457616,0.41807204,0.39339772
0.31127694,0.23761494,0.23503897,0.27725306,0.285559,0.30540484,0.44710022,0.5054239,0.5035814,0.4068135,0.36448187,0.3262683
0.38197422,0.33136758,0.33639354,0.3421403,0.2985981,0.32947564,0.38016742,0.41987684,0.47983706,0.5425697,0.52447027,0.45886132
0.40735054,0.3603768,0.3522987,0.29018566,0.29535007,0.35697886,0.31993428,0.33229572,0.38603708,0.48723513,0.53970397,0.49425283
0.29097086,0.24829133,0.26006815,0.23614056,0.26988515,0.34198782,0.3572831,0.3911333,0.4339126,0.5300761,0.56517607,0.42284647
0.50525814,0.43871436,0.36864468,0.39266422,0.38963306,0.40581957,0.36041385,0.37675324,0.47301015,0.48663235,0.5099232,0.5501861
0.3289572,0.278555,0.26424715,0.26852462,0.38548905,0.3828853,0.42104855,0.40462342,0.3694752,0.3676679,0.3806578,0.39934963
0.41689992,0.32020915,0.2691596,0.23767795,0.28414842,0.32606325,0.33120745,0.3443239,0.34859395,0.3882033,0.45355552,0.44205973
0.462087,0.4010794,0.38190985,0.30603918,0.2680786,0.32242712,0.29928148,0.34327927,0.4372096,0.5052898,0.53656465,0.51030993
0.34227002,0.33887288,0.42965433,0.40390724,0.40235305,0.4348502,0.43059894,0.42413172,0.36328432,0.4516424,0.4927523,0.42602986
0.30457756,0.25834206,0.23658563,0.20390487,0.30344722,0.40294474,0.4249971,0.4073768,0.3997051,0.51185006,0.47338086,0.41258302
0.28767923,0.272683,0.2498041,0.3322703,0.36349025,0.30557498,0.34148222,0.27878442,0.28370953,0.37986475,0.43824825,0.4521442
0.34720576,0.28123128,0.25292948,0.25638527,0.366342,0.41316086,0.3973453,0.4174113,0.45988703,0.44320247,0.39308125,0.39630827
0.38876995,0.311376,0.3035623,0.30459675,0.325873,0.36764815,0.41313258,0.40576622,0.44818935,0.47575635,0.5583214,0.5212668
0.404261,0.3688764,0.33679175,0.30821463,0.32455295,0.41616422,0.46181962,0.4578704,0.5210072,0.5098321,0.4940691,0.44332963
0.30150542,0.30501357,0.31333014,0.33977947,0.35759038,0.3629363,0.430066,0.4235055,0.4651552,0.42549762,0.41077867,0.35673052
0.42285517,0.40506986,0.35527468,0.33362973,0.33992013,0.37716252,0.41150954,0.4189311,0.45578504,0.5253453,0.5475171,0.50154614
0.34269,0.34668994,0.38901365,0.36392668,0.33416212,0.36634162,0.37149578,0.40170157,0.4610694,0.48699242,0.4336,0.36947593
0.5205247,0.33954197,0.32110682,0.28802726,0.428867,0.49722788,0.45978907,0.4307794,0.43310654,0.49053273,0.513433,0.73660535
0.27482635,0.26449642,0.24133529,0.24657382,0.26504907,0.30015633,0.3702986,0.46151724,0.5039079,0.52184445,0.42931482,0.3396571
0.38499486,0.3540961,0.39853883,0.35771555,0.4165948,0.45674887,0.4363053,0.42988667,0.40545177,0.38084483,0.4028656,0.4233374
0.3967567,0.39038002,0.3761142,0.3587157,0.3730363,0.3485039,0.3771301,0.34290034,0.4437354,0.47731054,0.4887557,0.50698745
0.32161674,0.29214504,0.29399067,0.25367376,0.30118737,0.37581745,0.41260192,0.5041043,0.53758806,0.51134443,0.49599907,0.42330083
0.3822686,0.30792493,0.2840018,0.26428393,0.33891582,0.37241125,0.3598971,0.40332618,0.43649122,0.46442044,0.47913805,0.45658806
0.33912188,0.3184673,0.3246708,0.32393548,0.4269164,0.39942613,0.39142463,0.39333805,0.33781558,0.37462842,0.4042448,0.4361966
0.20844668,0.20407744,0.214073,0.20368752,0.286232,0.33955297,0.3765711,0.4307275,0.4395355,0.4339228,0.45949644,0.31827417
0.34351715,0.30832577,0.27445558,0.34583506,0.42360386,0.41529182,0.39215145,0.38983622,0.45416093,0.40229455,0.4428221,0.42570242
0.260736,0.2574599,0.26764277,0.27687174,0.32688773,0.37596422,0.39568657,0.32306024,0.3535096,0.40847185,0.42052206,0.37420824
0.36732376,0.3242112,0.32517108,0.33760765,0.34006563,0.35099956,0.44553208,0.4233363,0.4284212,0.48659605,0.49877334,0.41095826
0.36566156,0.29940063,0.27621356,0.2960097,0.3077033,0.30199477,0.32315767,0.34474704,0.42073116,0.39093354,0.45784682,0.4967737
0.3643157,0.32280296,0.29134187,0.28783342,0.28544796,0.3272879,0.3420013,0.40526804,0.45317408,0.51767665,0.5281139,0.49462914
0.44198754,0.36937168,0.37392354,0.3553463,0.3420676,0.37045997,0.4126077,0.47179008,0.4769872,0.4683409,0.4948519,0.5430733
0.4556716,0.38563776,0.3148429,0.29046977,0.30397984,0.3296225,0.4315345,0.3622744,0.42989004,0.5086287,0.55873203,0.58156335
0.38992286,0.369682,0.43468353,0.41444054,0.52745813,0.46027154,0.36608362,0.34598732,0.42756066,0.4815222,0.40516943,0.4222487
0.39159793,0.35415927,0.38389316,0.36652464,0.3622129,0.35055354,0.3892284,0.47881234,0.4832615,0.55365366,0.48900872,0.45748898
0.34850258,0.33408204,0.34941941,0.3228995,0.32270053,0.38147885,0.4429958,0.52539927,0.509229,0.4804818,0.35313547,0.3614967
0.47229847,0.35922188,0.29689404,0.25678894,0.2983312,0.38279438,0.37534562,0.3643889,0.44101933,0.4766335,0.56031924,0.519459
0.3023348,0.2535935,0.24025403,0.2716566,0.3655292,0.36950797,0.35174102,0.40835154,0.46228984,0.47002995,0.4476478,0.37919348
0.31991807,0.23453793,0.22198962,0.2373562,0.25465772,0.29682657,0.3442163,0.41010773,0.46018276,0.50764644,0.5250886,0.4087351
0.4384647,0.3588836,0.37348968,0.36512697,0.46255717,0.46411398,0.43518445,0.43122426,0.4968517,0.53692,0.49570566,0.48104557
0.41359332,0.30948815,0.2555516,0.24285452,0.25721556,0.33230862,0.37648892,0.37416103,0.431053,0.47061017,0.48949417,0.46295398
0.4265287,0.3743121,0.38025588,0.3248152,0.37764844,0.3570285,0.33985633,0.35897213,0.39433363,0.45966706,0.47927082,0.5037017
0.423279,0.3550214,0.3662708,0.31417853,0.38648102,0.45885858,0.41103244,0.4149245,0.37504855,0.4194651,0.45624256,0.49341282
0.4147347,0.39576632,0.28960654,0.2551807,0.29480207,0.3396849,0.42241487,0.43739906,0.407747,0.42529106,0.43602172,0.43457142
0.41205007,0.33006153,0.23541285,0.20803113,0.20962468,0.34799036,0.4877289,0.41815522,0.42779204,0.4361463,0.52401227,0.5839765
0.32444584,0.31052405,0.31659722,0.32459682,0.38707045,0.45255777,0.4968855,0.5058995,0.48637956,0.46802634,0.4085991,0.3413427
0.36623824,0.2787501,0.2647604,0.26912367,0.3280428,0.38211596,0.4539268,0.45731312,0.43254864,0.38559532,0.38960558,0.42115682
0.34702906,0.29832575,0.29882866,0.3011319,0.3330279,0.28459954,0.29019722,0.31467456,0.39466596,0.47462696,0.5525099,0.5151449
0.3225336,0.23867936,0.322413,0.30240497,0.31645453,0.3408818,0.38367546,0.59819597,0.53835386,0.49749884,0.53981304,0.4430359
0.3502985,0.28792325,0.2783166,0.2648256,0.30263495,0.31816068,0.34903756,0.38926607,0.4389297,0.50298154,0.532947,0.45908958
0.4149269,0.34894705,0.33297056,0.38786376,0.41451815,0.5249361,0.43907923,0.38062975,0.3255977,0.34726414,0.3982139,0.42088816
0.36462197,0.3094211,0.34022516,0.369869,0.4258691,0.439725,0.45024937,0.4914006,0.49511078,0.51021844,0.46581054,0.41652533
0.36140174,0.3538971,0.3318436,0.30035883,0.40159157,0.45897827,0.47304317,0.4405574,0.40221453,0.42076868,0.43198532,0.42580128
0.30124164,0.29080677,0.25733235,0.27053267,0.29827207,0.391968,0.48155388,0.47636774,0.51546067,0.49754003,0.44470695,0.36283472
0.35741714,0.2897872,0.27914748,0.31716937,0.34833482,0.35674775,0.35418856,0.4059455,0.45379376,0.4419167,0.47545815,0.45723882
0.3343413,0.31150237,0.29809868,0.3076371,0.36953706,0.44298238,0.51196253,0.39270946,0.4382587,0.44844106,0.37565726,0.36188364
0.24731189,0.24954692,0.2605483,0.24702746,0.27619743,0.35404938,0.44821703,0.5200513,0.49056247,0.47893468,0.39995685,0.33519885
0.3255375,0.29684162,0.278013,0.3159589,0.3306724,0.32099372,0.37754098,0.40442973,0.5082973,0.520414,0.45369834,0.37850583
0.35643348,0.2767617,0.26604694,0.28456014,0.29394776,0.30581072,0.3429636,0.35764,0.46567246,0.5168317,0.56487817,0.49743897
0.37566727,0.36617988,0.35273752,0.341049,0.3525559,0.3389984,0.40473762,0.41045052,0.4200315,0.3856966,0.35324264,0.39381728
0.40398172,0.34223485,0.33500051,0.3039442,0.29010552,0.32898864,0.33320752,0.36898693,0.44878194,0.516268,0.54786664,0.45495898
0.345001,0.28546122,0.28806397,0.27238327,0.28048843,0.31525785,0.34722856,0.3942401,0.47867677,0.52079284,0.48125184,0.43639842
0.4474243,0.43764654,0.33580494,0.27404544,0.28795892,0.35785115,0.37399063,0.33835712,0.42852905,0.5093141,0.50498956,0.53339404
0.402544,0.29642212,0.29802316,0.2577857,0.29467106,0.35042545,0.37947375,0.4370745,0.49859154,0.5058642,0.49314028,0.50820863
0.38989085,0.31058538,0.27782613,0.28343743,0.29717407,0.36723086,0.35839212,0.33689538,0.37855655,0.4857165,0.5988279,0.5487594
0.37474838,0.3180741,0.31593522,0.3948417,0.4584028,0.41543397,0.3483753,0.3451887,0.47191876,0.5095643,0.4751452,0.44564644
0.35080275,0.29251927,0.26415646,0.23659623,0.2919889,0.32552126,0.3510275,0.35599136,0.409236,0.53214276,0.54372704,0.48692232
0.31608677,0.32931706,0.3648768,0.3016863,0.36409634,0.42956555,0.52284706,0.46129426,0.40101838,0.41487813,0.42996648,0.37439275
0.43880144,0.3936902,0.41034323,0.3626748,0.3993074,0.39688584,0.36645576,0.37725872,0.43183252,0.5151392,0.4571712,0.4509799
0.3950626,0.315887,0.3156353,0.28325176,0.3050503,0.33306316,0.37882093,0.4359227,0.4828391,0.543187,0.5682579,0.5144454
0.34840348,0.2865994,0.22408786,0.2299681,0.31016812,0.33969,0.34042487,0.32198605,0.38368663,0.46838507,0.48534805,0.45183042
0.27967307,0.25413448,0.27146414,0.26929834,0.34691915,0.35977793,0.36326456,0.36243114,0.39174664,0.4854983,0.47885844,0.40954024
0.3723451,0.32711044,0.29164204,0.29962853,0.314315,0.36285868,0.43064883,0.4468612,0.53464234,0.5141734,0.41040552,0.4103894
0.37511075,0.28920382,0.23607299,0.23138672,0.2746327,0.31048986,0.32444686,0.36726487,0.47836196,0.49638122,0.4412343,0.46247128
0.3543842,0.38217235,0.32360482,0.2148052,0.18664296,0.21850076,0.20538709,0.20269024,0.28441724,0.38569465,0.43692878,0.3853636
0.4172871,0.34535587,0.30610278,0.26867932,0.30155703,0.38871813,0.34996358,0.37902424,0.44006446,0.44001544,0.5636061,0.4971172
0.25829974,0.2110964,0.16890137,0.16998225,0.2331064,0.30692017,0.36559057,0.3851633,0.44262072,0.49697116,0.46980485,0.35121402
0.50165504,0.33873865,0.3412556,0.38268793,0.4228172,0.33137977,0.3022009,0.28823766,0.24972263,0.30409363,0.4529341,0.5729421
0.37648636,0.31323802,0.35612753,0.37505805,0.40529016,0.44279012,0.41435558,0.39662665,0.41183317,0.41599426,0.4440064,0.4630764
0.34635425,0.32386386,0.28891307,0.31262657,0.3436254,0.36097643,0.39087665,0.35081676,0.38651174,0.36550856,0.36591142,0.3977391
0.37439883,0.32818305,0.31390935,0.3314315,0.4220158,0.41808438,0.41044506,0.42924494,0.51197517,0.5403253,0.4680236,0.4259504
0.3147848,0.22168545,0.2005731,0.2072113,0.22077335,0.24929236,0.2965359,0.30998844,0.42087677,0.5311569,0.38944364,0.41226143
0.43402,0.38054,0.36554497,0.3706079,0.40931788,0.43622714,0.48055863,0.44832605,0.43527448,0.5056271,0.59033227,0.51887155
0.36180368,0.2591761,0.23841022,0.24046215,0.29326892,0.44962206,0.4045179,0.36835253,0.43347374,0.5147239,0.44276014,0.39968792
0.40404874,0.36761585,0.3530386,0.32158783,0.30791363,0.32270393,0.3206675,0.30002612,0.3412623,0.40698588,0.44138655,0.48641935
0.4921874,0.438873,0.36553273,0.31743345,0.33203608,0.38769764,0.40813035,0.399584,0.42112458,0.51766014,0.48954344,0.5173999
0.33270738,0.29549032,0.26241162,0.24354085,0.33365202,0.363098,0.3204332,0.33508745,0.41521597,0.47466195,0.48579642,0.47277838
0.34709167,0.33951426,0.41607016,0.4288468,0.4932877,0.44182092,0.4152479,0.42357713,0.45033258,0.480957,0.45223418,0.4596492
0.40968597,0.31528997,0.27060312,0.24742305,0.24657558,0.28398186,0.36398685,0.4266409,0.5065619,0.45867822,0.41709176,0.40058807
0.4167539,0.3846582,0.253318,0.28861263,0.3645418,0.3573371,0.3537074,0.40085554,0.5149582,0.53087026,0.5234992,0.46368706
0.5024611,0.44813865,0.39499512,0.35316414,0.3691479,0.4417469,0.4930856,0.4754002,0.45655993,0.4324402,0.47902274,0.55466545
0.27082115,0.2518895,0.22895882,0.23448956,0.28381318,0.3548793,0.43535027,0.44871324,0.47399184,0.48778448,0.44275075,0.34956577
0.30527452,0.29554343,0.32318965,0.31565088,0.35371256,0.4030167,0.5474301,0.56378716,0.51341426,0.4603218,0.3903207,0.36379716
0.3523368,0.2881692,0.2655279,0.29369798,0.3885132,0.41050726,0.39535215,0.41374448,0.4799488,0.50498587,0.49860898,0.4294879
0.4060936,0.3671551,0.34365118,0.33351895,0.32532248,0.40600276,0.42838916,0.463714,0.4795717,0.51278853,0.5400808,0.4650485
0.4063802,0.3202187,0.31528375,0.34872484,0.37706992,0.3549494,0.31632507,0.3791733,0.40546405,0.48841733,0.5006603,0.49194738
0.36916897,0.31003326,0.28910497,0.31100652,0.3592918,0.40172467,0.39429307,0.36491704,0.43065476,0.5184098,0.4839953,0.43211818
0.30870673,0.24253136,0.221167,0.21236649,0.29741263,0.35529548,0.31714794,0.3552347,0.4487348,0.54916906,0.6253686,0.45672154
0.41839224,0.37123877,0.36816007,0.34782687,0.36506242,0.38220295,0.37413028,0.32225406,0.35762388,0.42860168,0.5205601,0.504069
0.41625836,0.315566,0.28880093,0.27154204,0.32272935,0.398139,0.36802977,0.38319287,0.42893293,0.5056096,0.5122795,0.51903975
0.30313224,0.28117716,0.2951351,0.2848495,0.28775603,0.28976312,0.3357948,0.40985325,0.52486277,0.5414275,0.47217584,0.3967842
0.32244772,0.2474407,0.23603031,0.2091794,0.2065823,0.28883216,0.36369208,0.45098642,0.41386595,0.3694142,0.41937417,0.38312772
0.35768893,0.2437854,0.21254048,0.27607757,0.4002641,0.38000277,0.31836462,0.38895756,0.491507,0.42506304,0.33433655,0.3579605
0.36812872,0.3283843,0.28600144,0.30363593,0.3158203,0.32557175,0.35310203,0.40081763,0.48689148,0.5610817,0.4969112,0.44191575
0.26423854,0.24256581,0.2323684,0.23696949,0.30551568,0.33395982,0.4579176,0.50623804,0.49472874,0.52771896,0.49489388,0.3577806
0.33265045,0.26008752,0.22339925,0.26375204,0.30480647,0.29802307,0.33524048,0.39872855,0.4388682,0.5273172,0.5423331,0.4529033
0.30579406,0.26434007,0.23976018,0.2849582,0.38579816,0.31265822,0.30757877,0.37351543,0.53349495,0.56562966,0.46756434,0.40054995
0.3407777,0.35824955,0.30539542,0.24445935,0.20974308,0.3173164,0.38495773,0.47419336,0.44244403,0.39986232,0.3982689,0.35724184
0.4097825,0.37895623,0.38329944,0.35075983,0.32922438,0.36282444,0.41395435,0.46005663,0.45700037,0.498823,0.52403635,0.49055323
0.28938708,0.27388054,0.37810093,0.3292884,0.29487583,0.33578968,0.3373445,0.40752223,0.45041865,0.59939915,0.6367577,0.39479852
0.39851922,0.3046424,0.27606982,0.26794112,0.33342347,0.36104634,0.36868554,0.3816551,0.35887817,0.45188412,0.47251338,0.49402946
0.31727514,0.24166468,0.24263033,0.2771741,0.33799914,0.3612999,0.33350402,0.3952289,0.53293985,0.5317639,0.48723266,0.40844232
0.37931126,0.43526846,0.36805487,0.30575678,0.33542097,0.3457867,0.31241038,0.3495637,0.4074675,0.455909,0.44957143,0.42988476
0.53267705,0.4556452,0.39287958,0.33789113,0.40600133,0.3787292,0.35145372,0.38275543,0.42325604,0.48983887,0.5316822,0.54981697
0.31969208,0.22399305,0.2179537,0.21681498,0.22525525,0.25420442,0.32669732,0.41328105,0.464234,0.45799148,0.48376673,0.43355516
0.3188258,0.2985161,0.26981705,0.24150617,0.33487022,0.4229057,0.42301396,0.39685354,0.41127938,0.4449994,0.4316638,0.3456079
0.4569863,0.37907544,0.3811775,0.33682898,0.35018975,0.4063735,0.373801,0.4109794,0.4226862,0.4858758,0.5781381,0.5456066
0.37809572,0.2626776,0.21103156,0.23118764,0.2721964,0.267217,0.27081355,0.3455305,0.4580742,0.5988843,0.42291114,0.3553247
0.33876908,0.28303823,0.27515846,0.25657263,0.27655587,0.3446031,0.40701333,0.44375908,0.41110128,0.452371,0.47808212,0.41912124
0.28084186,0.28622463,0.31344545,0.32001573,0.33363825,0.33675396,0.40816987,0.42088675,0.4435938,0.48128143,0.41941664,0.3290631
0.29998395,0.22725673,0.18798085,0.21044728,0.26599798,0.3385709,0.38810074,0.36956072,0.47086382,0.49020588,0.38831538,0.31117928
0.31316653,0.28413138,0.27399105,0.321803,0.3353532,0.4430139,0.40514258,0.36664492,0.42278767,0.46535784,0.45054454,0.35871202
0.38141248,0.4090857,0.40007493,0.36975104,0.46524417,0.44904205,0.41710097,0.38211656,0.41336516,0.43016747,0.3833379,0.40138757
0.31988084,0.34422284,0.3103279,0.29890203,0.3169122,0.3116126,0.36758056,0.39685258,0.4518463,0.48473582,0.39060107,0.36370596
0.337201,0.27426547,0.2761033,0.24648671,0.22686048,0.2688885,0.37086326,0.4071044,0.49832335,0.4469237,0.4400585,0.38771352
0.37230703,0.31067017,0.2955687,0.3018785,0.34142947,0.4181611,0.43448845,0.4102876,0.42012542,0.48661688,0.55836314,0.50097144
0.3019059,0.30129245,0.27786377,0.2991072,0.3753533,0.46616903,0.44226176,0.4243111,0.44564775,0.46662945,0.38791952,0.32600084
0.37147233,0.29719952,0.24928716,0.22656062,0.24876508,0.3118592,0.29090717,0.27256337,0.38207313,0.45772168,0.44580397,0.43690065
